first_name,last_name,full_name,department,organization,organization_type,country,leader,team_id,position,times_cited,api_name,gender,probability,count
Jeyachandran,Dhanapriya,"Jeyachandran, Dhanapriya",Inst Nephrol,Madras Med Coll & Govt Gen Hosp,College,India,"Venkatesh, Arumugam",2750,other,1,Jeyachandran,male,1,8
Ramanathan,Sakthirajan,"Ramanathan, Sakthirajan",Inst Nephrol,Madras Med Coll & Govt Gen Hosp,College,India,"Venkatesh, Arumugam",2750,last,1,Ramanathan,male,1,78
Paromita,Sen,"Paromita, Sen",New Delhi,SEWA Bharat,Others,India,"Paromita, Sen",2751,"first, leader",0,Paromita,female,0.95,20
Aiman,Haque,"Aiman, Haque",New Delhi,SEWA Bharat,Others,India,"Paromita, Sen",2751,last,0,Aiman,male,0.89,1852
Dinesh,Jothimani,"Dinesh, Jothimani",Inst Liver Dis & Transplantat,Bharath Inst Higher Educ & Res,Institute,India,"Dinesh, Jothimani",2752,"first, leader",1,Dinesh,male,0.99,3252
Radhika,Venugopal,"Radhika, Venugopal",Inst Liver Dis & Transplantat,Bharath Inst Higher Educ & Res,Institute,India,"Dinesh, Jothimani",2752,other,1,Radhika,female,0.96,313
Mukul,Vij,"Mukul, Vij",Inst Liver Dis & Transplantat,Bharath Inst Higher Educ & Res,Institute,India,"Dinesh, Jothimani",2752,other,1,Mukul,male,0.98,334
Mohamed,Rela,"Mohamed, Rela",Inst Liver Dis & Transplantat,Bharath Inst Higher Educ & Res,Institute,India,"Dinesh, Jothimani",2752,last,1,Mohamed,male,0.98,175927
Vishwesh,Agarwal,"Vishwesh, Agarwal",Navi Mumbai,Mahatma Gandhi Mission Med Coll,College,India,"Latika, Gupta",2753,first,10,Vishwesh,male,1,24
Supriya,Sharma,"Supriya, Sharma",Lucknow,Sanjay Gandhi Post Grad Inst Med Sci,Institute,India,"Latika, Gupta",2753,other,10,Supriya,female,0.92,303
Latika,Gupta,"Latika, Gupta",Lucknow,Sanjay Gandhi Post Grad Inst Med Sci,Institute,India,"Latika, Gupta",2753,leader,10,Latika,female,0.93,190
Durga Prasanna,Misra,"Durga Prasanna, Misra",Lucknow,Sanjay Gandhi Post Grad Inst Med Sci,Institute,India,"Latika, Gupta",2753,other,10,Durga,male,0.58,315
Shelley,Aggarwal,"Shelley, Aggarwal",Lucknow,Sanjay Gandhi Post Grad Inst Med Sci,Institute,India,"Latika, Gupta",2753,other,10,Shelley,female,0.96,2157
Samira,Davalbhakta,"Samira, Davalbhakta",Pune,Byramjee Jeejeebhoy Govt Med Coll,College,India,"Latika, Gupta",2753,other,10,Samira,female,0.98,22495
Samira,Davalbhakta,"Samira, Davalbhakta",Pune,Sassoon Gen Hosp,Hospital,India,"Latika, Gupta",2753,other,10,Samira,female,0.98,22495
Ashish,Goel,"Ashish, Goel",Delhi,Univ Coll Med Sci,College,India,"Latika, Gupta",2753,other,10,Ashish,male,0.99,3872
Kewal,Krishan,"Kewal, Krishan",Anthropol,Panjab Univ,University,India,"Kewal, Krishan",2754,"first, leader",2,Kewal,male,1,64
Tanuj,Kanchan,"Tanuj, Kanchan",Forens Med & Toxicol,All India Inst Med Sci Jodhpur,Institute,India,"Kewal, Krishan",2754,last,2,Tanuj,male,0.98,113
Pushpesh,Ranjan,"Pushpesh, Ranjan",Microfluid & MEMS Ctr,CSIR Adv Mat & Proc Res Inst AMPRI,Institute,India,"Raju, Khan",2755,first,5,Pushpesh,male,1,14
Ayushi,Singhal,"Ayushi, Singhal",Microfluid & MEMS Ctr,CSIR Adv Mat & Proc Res Inst AMPRI,Institute,India,"Raju, Khan",2755,other,5,Ayushi,female,0.95,84
Shalu,Yadav,"Shalu, Yadav",Microfluid & MEMS Ctr,CSIR Adv Mat & Proc Res Inst AMPRI,Institute,India,"Raju, Khan",2755,other,5,Shalu,female,0.79,127
Neeraj,Kumar,"Neeraj, Kumar",Microfluid & MEMS Ctr,CSIR Adv Mat & Proc Res Inst AMPRI,Institute,India,"Raju, Khan",2755,other,5,Neeraj,male,0.99,1321
S,Murali,"S, Murali",Microfluid & MEMS Ctr,CSIR Adv Mat & Proc Res Inst AMPRI,Institute,India,"Raju, Khan",2755,other,5,Murali,male,0.99,789
Sunil K,Sanghi,"Sunil K, Sanghi",Microfluid & MEMS Ctr,CSIR Adv Mat & Proc Res Inst AMPRI,Institute,India,"Raju, Khan",2755,other,5,Sunil,male,0.99,4549
Raju,Khan,"Raju, Khan",Microfluid & MEMS Ctr,CSIR Adv Mat & Proc Res Inst AMPRI,Institute,India,"Raju, Khan",2755,leader,5,Raju,male,0.98,2094
Pushpesh,Ranjan,"Pushpesh, Ranjan",Ghaziabad,Acad Sci & Innovat Res AcSIR,Academy,India,"Raju, Khan",2755,other,5,Pushpesh,male,1,14
Ayushi,Singhal,"Ayushi, Singhal",Ghaziabad,Acad Sci & Innovat Res AcSIR,Academy,India,"Raju, Khan",2755,other,5,Ayushi,female,0.95,84
Shalu,Yadav,"Shalu, Yadav",Ghaziabad,Acad Sci & Innovat Res AcSIR,Academy,India,"Raju, Khan",2755,other,5,Shalu,female,0.79,127
Neeraj,Kumar,"Neeraj, Kumar",Ghaziabad,Acad Sci & Innovat Res AcSIR,Academy,India,"Raju, Khan",2755,other,5,Neeraj,male,0.99,1321
Raju,Khan,"Raju, Khan",Ghaziabad,Acad Sci & Innovat Res AcSIR,Academy,India,"Raju, Khan",2755,"last, leader",5,Raju,male,0.98,2094
Kaviya,Selvaraj,"Kaviya, Selvaraj",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,first,0,Kaviya,female,0.89,9
Sowbarnika,Ravichandran,"Sowbarnika, Ravichandran",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,other,0,Sowbarnika,female,1,3
Sushmita,Krishnan,"Sushmita, Krishnan",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,other,0,Sushmita,female,0.94,87
Mahesh,Kandasamy,"Mahesh, Kandasamy",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,leader,0,Mahesh,male,0.99,2801
Kaviya,Selvaraj,"Kaviya, Selvaraj",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,other,0,Kaviya,female,0.89,9
Sowbarnika,Ravichandran,"Sowbarnika, Ravichandran",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,other,0,Sowbarnika,female,1,3
Risna Kanjirassery,Radhakrishnan,"Risna Kanjirassery, Radhakrishnan",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,other,0,Risna,female,0.9,94
Nivethitha,Manickam,"Nivethitha, Manickam",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,other,0,Nivethitha,female,1,6
Mahesh,Kandasamy,"Mahesh, Kandasamy",Sch Life Sci,Bharathidasan Univ,University,India,"Mahesh, Kandasamy",2756,leader,0,Mahesh,male,0.99,2801
Mahesh,Kandasamy,"Mahesh, Kandasamy",Fac Recharge Programme,Univ Grants Commiss UGC FRP,University,India,"Mahesh, Kandasamy",2756,"last, leader",0,Mahesh,male,0.99,2801
Janmenjoy,Nayak,"Janmenjoy, Nayak",Comp Sci & Engn,Aditya Inst Technol & Management AITAM,Institute,India,"Bighnaraj, Naik",2757,first,1,Janmenjoy,male,1,5
B Kameswara,Rao,"B Kameswara, Rao",Comp Sci & Engn,Aditya Inst Technol & Management AITAM,Institute,India,"Bighnaraj, Naik",2757,other,1,Rao,male,0.92,618
Bighnaraj,Naik,"Bighnaraj, Naik",Comp Applicat,Veer Surendra Sai Univ Technol,University,India,"Bighnaraj, Naik",2757,leader,1,Bighnaraj,male,1,1
Paidi,Dinesh,"Paidi, Dinesh",Comp Sci & Engn,Sri Sivani Coll Engn,College,India,"Bighnaraj, Naik",2757,other,1,Paidi,male,0.93,15
Kanithi,Vakula,"Kanithi, Vakula",Comp Sci & Engn,Sri Sivani Coll Engn,College,India,"Bighnaraj, Naik",2757,other,1,Kanithi,male,1,1
Pramod,Soni,"Pramod, Soni",Civil Engn,MNNIT Allahabad,Institute,India,"Pramod, Soni",2758,"first, leader",0,Pramod,male,0.99,1074
Vikesh,Agrawal,"Vikesh, Agrawal",Surg,Netaji Subhash Chandra Bose Govt Med Coll,College,India,"Vikesh, Agrawal",2759,"first, leader",0,Vikesh,male,0.99,123
Sanjay Kumar,Yadav,"Sanjay Kumar, Yadav",Surg,Netaji Subhash Chandra Bose Govt Med Coll,College,India,"Vikesh, Agrawal",2759,other,0,Sanjay,male,0.99,4711
Pawan,Agarwal,"Pawan, Agarwal",Surg,Netaji Subhash Chandra Bose Govt Med Coll,College,India,"Vikesh, Agrawal",2759,other,0,Pawan,male,0.98,1455
Dhananjaya,Sharma,"Dhananjaya, Sharma",Surg,Netaji Subhash Chandra Bose Govt Med Coll,College,India,"Vikesh, Agrawal",2759,last,0,Dhananjaya,male,1,43
Venkatesh,Thulasiraman,"Venkatesh, Thulasiraman",Agro Proc & Technol Div,CSIR Natl Inst Interdisciplinary Sci & Technol,Institute,India,"Venkatesh, Thulasiraman",2760,"first, leader",0,Venkatesh,male,1,608
Anjineyulu,Kothakota,"Anjineyulu, Kothakota",Agro Proc & Technol Div,CSIR Natl Inst Interdisciplinary Sci & Technol,Institute,India,"Venkatesh, Thulasiraman",2760,other,0,Anjineyulu,male,1,7
Venkatesh,Thulasiraman,"Venkatesh, Thulasiraman",Ghaziabad 201001,Acad Sci & Innovat Res AcSIR,Academy,India,"Venkatesh, Thulasiraman",2760,leader,0,Venkatesh,male,1,608
Anjineyulu,Kothakota,"Anjineyulu, Kothakota",Ghaziabad 201001,Acad Sci & Innovat Res AcSIR,Academy,India,"Venkatesh, Thulasiraman",2760,other,0,Anjineyulu,male,1,7
M S Giri,Nandagopal,"M S Giri, Nandagopal",Mech Engn,Indian Inst Technol Kharagpur,Institute,India,"Venkatesh, Thulasiraman",2760,last,0,Nandagopal,male,1,9
Sahil,Verma,"Sahil, Verma",Comp Sci & Engn,Chandigarh Univ,University,India,"Fazlullah, Khan",2761,other,0,Sahil,male,0.96,3434
Kavita,Kavita,"Kavita, Kavita",Comp Sci & Engn,Chandigarh Univ,University,India,"Fazlullah, Khan",2761,other,0,Kavita,female,0.98,505
Varun G,Menon,"Varun G, Menon",Comp Sci & Engn,SCMS Sch Engn & Technol,School,India,"Fazlullah, Khan",2761,other,0,Varun,male,0.99,1811
Kartikay,Prasad,"Kartikay, Prasad",Amity Inst Neuropsychol & Neurosci,Amity Univ,University,India,"Vijay, Kumar",2762,first,2,Kartikay,male,1,12
Vijay,Kumar,"Vijay, Kumar",Amity Inst Neuropsychol & Neurosci,Amity Univ,University,India,"Vijay, Kumar",2762,leader,2,Vijay,male,0.99,4926
Md Zubbair,Malik,"Md Zubbair, Malik",Sch Computat & Integrat Sci,Jawaharlal Nehru Univ,University,India,"Vijay, Kumar",2762,last,2,Md,male,0.92,4466
Tapan,Behl,"Tapan, Behl",Chitkara Coll Pharm,Chitkara Univ,University,India,"Md Giash, Uddin",2763,other,2,Tapan,male,0.99,215
Neha,Bajwa,"Neha, Bajwa",Pharmaceut Sci & Technol,Maharaja Ranjit Singh Punjab Tech Univ,University,India,"Bhavesh D, Kevadiya",2764,other,0,Neha,female,0.97,2082
Satish,Tiwari,"Satish, Tiwari",Dr Punjabrao Deshmukh Mem Med Coll,Human Milk Banking Assoc India,Others,India,"Natalie, Shenker",2765,other,1,Satish,male,0.99,1744
Sushma,Nangia,"Sushma, Nangia",Neonatol,Lady Hardinge Med Coll & Hosp,College,India,"Natalie, Shenker",2765,other,1,Sushma,female,0.97,209
Sushma,Nangia,"Sushma, Nangia",New Delhi,Kalawati Saran Childrens Hosp,Hospital,India,"Natalie, Shenker",2765,other,1,Sushma,female,0.97,209
Sushma,Nangia,"Sushma, Nangia",Neonatol,Lady Hardinge Med Coll & Hosp,College,India,"Natalie, Shenker",2765,other,1,Sushma,female,0.97,209
Ruchika Chugh,Sachdeva,"Ruchika Chugh, Sachdeva",Maternal Newborn Child Hlth & Nutr,PATH India,Others,India,"Natalie, Shenker",2765,other,1,Ruchika,female,0.96,114
Ekta,Sikarwar,"Ekta, Sikarwar",Fac Finance Accounting & Control,Indian Inst Management Kozhikode,Institute,India,"Ekta, Sikarwar",2766,"first, leader",0,Ekta,female,0.97,148
Manali,Datta,"Manali, Datta",Amity Inst Biotechnol,Amity Univ Rajasthan,University,India,"Afsar R, Naqvi",2767,first,1,Manali,female,0.85,92
Desh Deepak,Singh,"Desh Deepak, Singh",Amity Inst Biotechnol,Amity Univ Rajasthan,University,India,"Afsar R, Naqvi",2767,other,1,Desh,male,0.88,112
Sk Abdul,Amin,"Sk Abdul, Amin",Pharmaceut Technol,Jadavpur Univ,University,India,"Tarun, Jha",2768,first,3,Sk,male,0.81,1328
Suvankar,Banerjee,"Suvankar, Banerjee",Pharmaceut Technol,Jadavpur Univ,University,India,"Tarun, Jha",2768,other,3,Suvankar,male,0.94,16
Tarun,Jha,"Tarun, Jha",Pharmaceut Technol,Jadavpur Univ,University,India,"Tarun, Jha",2768,leader,3,Tarun,male,0.99,1254
Samayaditya,Singh,"Samayaditya, Singh",Sch Life Sci,Univ Hyderabad,University,India,"Tarun, Jha",2768,other,3,Samayaditya,male,1,0
Insaf Ahmed,Qureshi,"Insaf Ahmed, Qureshi",Sch Life Sci,Univ Hyderabad,University,India,"Tarun, Jha",2768,other,3,Insaf,female,0.93,712
Shovanlal,Gayen,"Shovanlal, Gayen",Pharmaceut Sci,Dr Hari Singh Gour Vishwavidyalaya,University,India,"Tarun, Jha",2768,last,3,Shovanlal,male,1,2
Neetu,Tripathi,"Neetu, Tripathi",Chem,Guru Nanak Dev Univ,University,India,"Manoj Kumar, Goshisht",2769,first,1,Neetu,female,0.91,204
Neeraj,Tripathi,"Neeraj, Tripathi",Civil Engn,Deemed Univ,University,India,"Manoj Kumar, Goshisht",2769,other,1,Neeraj,male,0.99,1321
Manoj Kumar,Goshisht,"Manoj Kumar, Goshisht",Chem,Govt Coll Tokapal,College,India,"Manoj Kumar, Goshisht",2769,"last, leader",1,Manoj,male,0.99,3843
Niraj N,Mahajan,"Niraj N, Mahajan",Obstet & Gynecol,Topiwala Natl Med Coll & BYL Nair Charitable Hosp,College,India,"Kshitija N, Mahajan",2770,first,0,Niraj,male,0.99,542
Shubhada,Bahirat,"Shubhada, Bahirat",Obstet & Gynecol,Topiwala Natl Med Coll & BYL Nair Charitable Hosp,College,India,"Kshitija N, Mahajan",2770,other,0,Shubhada,female,1,11
Pradip D,Lokhande,"Pradip D, Lokhande",Obstet & Gynecol,Topiwala Natl Med Coll & BYL Nair Charitable Hosp,College,India,"Kshitija N, Mahajan",2770,other,0,Pradip,male,1,418
Apeksha,Mathe,"Apeksha, Mathe",Obstet & Gynecol,Topiwala Natl Med Coll & BYL Nair Charitable Hosp,College,India,"Kshitija N, Mahajan",2770,other,0,Apeksha,female,0.95,39
Neeta,Warty,"Neeta, Warty",Obstet & Gynecol,Topiwala Natl Med Coll & BYL Nair Charitable Hosp,College,India,"Kshitija N, Mahajan",2770,other,0,Neeta,female,0.98,169
Vartika,Srivastava,"Vartika, Srivastava",Obstet & Gynecol,Topiwala Natl Med Coll & BYL Nair Charitable Hosp,College,India,"Kshitija N, Mahajan",2770,other,0,Vartika,female,1,29
Rahul K,Gajbhiye,"Rahul K, Gajbhiye",Clin Res,ICMR Natl Inst Res Reprod Hlth,Institute,India,"Kshitija N, Mahajan",2770,other,0,Rahul,male,0.99,9912
Periyasamy,Kuppusamy,"Periyasamy, Kuppusamy",Clin Res,ICMR Natl Inst Res Reprod Hlth,Institute,India,"Kshitija N, Mahajan",2770,other,0,Periyasamy,male,1,27
Surbhi,Rathi,"Surbhi, Rathi",Pediat,Topiwala Natl Med Coll & BYL Nair Charitable Hosp,College,India,"Kshitija N, Mahajan",2770,other,0,Surbhi,female,1,142
Kshitija N,Mahajan,"Kshitija N, Mahajan",Anesthesiol,LTMMC & Gen Hosp Sion,Hospital,India,"Kshitija N, Mahajan",2770,leader,0,Kshitija,female,0.87,15
Shailesh C,Mohite,"Shailesh C, Mohite",FMT,Topiwala Natl Med Coll & BYL Nair Charitable Hosp,College,India,"Kshitija N, Mahajan",2770,last,0,Shailesh,male,0.99,710
Shahzaib,Ahamad,"Shahzaib, Ahamad",Translat Bioinformat Grp,Int Ctr Genet Engn & Biotechnol,Research,India,"Dinesh, Gupta",2771,first,2,Shahzaib,male,1,200
Hema,Kanipakam,"Hema, Kanipakam",Translat Bioinformat Grp,Int Ctr Genet Engn & Biotechnol,Research,India,"Dinesh, Gupta",2771,other,2,Hema,male,0.66,1635
Shweta,Birla,"Shweta, Birla",Translat Bioinformat Grp,Int Ctr Genet Engn & Biotechnol,Research,India,"Dinesh, Gupta",2771,other,2,Shweta,female,0.98,716
Md Shaukat,Ali,"Md Shaukat, Ali",Translat Bioinformat Grp,Int Ctr Genet Engn & Biotechnol,Research,India,"Dinesh, Gupta",2771,other,2,Md,male,0.92,4466
Dinesh,Gupta,"Dinesh, Gupta",Translat Bioinformat Grp,Int Ctr Genet Engn & Biotechnol,Research,India,"Dinesh, Gupta",2771,"last, leader",2,Dinesh,male,0.99,3252
Ranjana,Bhandari,"Ranjana, Bhandari",UGC Ctr Adv Study,Panjab Univ,University,India,"Anurag, Kuhad",2772,first,4,Ranjana,female,0.92,96
Garima,Khanna,"Garima, Khanna",UGC Ctr Adv Study,Panjab Univ,University,India,"Anurag, Kuhad",2772,other,4,Garima,female,0.99,198
Anurag,Kuhad,"Anurag, Kuhad",UGC Ctr Adv Study,Panjab Univ,University,India,"Anurag, Kuhad",2772,"last, leader",4,Anurag,male,0.99,991
Heerak,Chugh,"Heerak, Chugh",Chem,Univ Delhi,University,India,"Ramesh, Chandra",2773,first,4,Heerak,male,1,5
Amardeep,Awasthi,"Amardeep, Awasthi",Chem,Univ Delhi,University,India,"Ramesh, Chandra",2773,other,4,Amardeep,male,0.94,131
Yashi,Agarwal,"Yashi, Agarwal",Chem,Univ Delhi,University,India,"Ramesh, Chandra",2773,other,4,Yashi,female,0.58,57
Ramesh,Chandra,"Ramesh, Chandra",Chem,Univ Delhi,University,India,"Ramesh, Chandra",2773,leader,4,Ramesh,male,0.98,2984
Ramesh,Chandra,"Ramesh, Chandra",Dr BR Ambedkar Ctr Biomed Res,Univ Delhi,University,India,"Ramesh, Chandra",2773,leader,4,Ramesh,male,0.98,2984
Gagan,Dhawan,"Gagan, Dhawan",Acharya Narendra Dev Coll,Univ Delhi,University,India,"Ramesh, Chandra",2773,last,4,Gagan,male,0.94,725
Revathy,Nadhan,"Revathy, Nadhan",Canc Res Program,Rajiv Gandhi Ctr Biotechnol,Research,India,"Priya, Srinivas",2774,first,1,Revathy,female,0.99,70
Dipyaman,Patra,"Dipyaman, Patra",Canc Res Program,Rajiv Gandhi Ctr Biotechnol,Research,India,"Priya, Srinivas",2774,other,1,Dipyaman,male,1,3
Neethu,Krishnan,"Neethu, Krishnan",Canc Res Program,Rajiv Gandhi Ctr Biotechnol,Research,India,"Priya, Srinivas",2774,other,1,Neethu,female,0.94,83
Arathi,Rajan,"Arathi, Rajan",Canc Res Program,Rajiv Gandhi Ctr Biotechnol,Research,India,"Priya, Srinivas",2774,other,1,Arathi,female,1,25
Priya,Srinivas,"Priya, Srinivas",Canc Res Program,Rajiv Gandhi Ctr Biotechnol,Research,India,"Priya, Srinivas",2774,leader,1,Priya,female,0.95,2322
Srinivas,Gopala,"Srinivas, Gopala",Biochem,Sree Chitra Tirunal Inst Med Sci & Technol,Institute,India,"Priya, Srinivas",2774,other,1,Srinivas,male,0.99,862
Shaik Mahammad,Nayeem,"Shaik Mahammad, Nayeem",Phys,KRK Govt Degree Coll,College,India,"Shaik Mahammad, Nayeem",2775,"first, leader",1,Shaik,male,0.96,603
Ershad Mohammed,Sohail,"Ershad Mohammed, Sohail",Banjara Hills,Virinchi Super Specialty Hosp,Hospital,India,"Shaik Mahammad, Nayeem",2775,other,1,Ershad,male,1,77
Gajjela Priyanka,Sudhir,"Gajjela Priyanka, Sudhir",Narasaraopet 522601,GBR Super Specialty Hosp,Hospital,India,"Shaik Mahammad, Nayeem",2775,other,1,Gajjela,female,0.99,11412
Munnangi Srinivasa,Reddy,"Munnangi Srinivasa, Reddy",Chem,TRR Govt Degree Coll,College,India,"Shaik Mahammad, Nayeem",2775,last,1,Munnangi,male,1,6
Srichandan,Padhi,"Srichandan, Padhi",Reg Ctr,Inst Bioresources & Sustainable Dev,Institute,India,"Amit Kumar, Rai",2776,first,3,Srichandan,male,1,2
Amit Kumar,Rai,"Amit Kumar, Rai",Reg Ctr,Inst Bioresources & Sustainable Dev,Institute,India,"Amit Kumar, Rai",2776,leader,3,Amit,male,0.99,8292
Yallappa,Rajashekar,"Yallappa, Rajashekar",Takeylpat 795001,Inst Bioresources & Sustainable Dev,Institute,India,"Amit Kumar, Rai",2776,last,3,Yallappa,male,1,6
M,Pooja,"M, Pooja",Inst Pharmaceut Technol,Sri Padmavati Mahila Visvavidyalayam Womens Univ,University,India,"M, Pooja",2777,"first, leader",1,Pooja,female,0.98,1476
Sujatha,Dodoala,"Sujatha, Dodoala",Inst Pharmaceut Technol,Sri Padmavati Mahila Visvavidyalayam Womens Univ,University,India,"M, Pooja",2777,other,1,Sujatha,female,0.97,105
Bharathi,Koganti,"Bharathi, Koganti",Inst Pharmaceut Technol,Sri Padmavati Mahila Visvavidyalayam Womens Univ,University,India,"M, Pooja",2777,other,1,Bharathi,female,0.5,139
Gangavaram Jyothi,Reddy,"Gangavaram Jyothi, Reddy",Pharmacol,Sri Venkateswara Univ,University,India,"M, Pooja",2777,other,1,Gangavaram,male,1,1
Kanipakam,Hema,"Kanipakam, Hema",Translat Bioinformat Grp,Int Ctr Genet Engn & Biotechnol,Research,India,"M, Pooja",2777,last,1,Kanipakam,female,0.57,3206
Harmanjit,Singh,"Harmanjit, Singh",Pharmacol,Govt Med Coll & Hosp,College,India,"Ashish Kumar, Kakkar",2778,first,5,Harmanjit,male,1,6
Prerna,Chauhan,"Prerna, Chauhan",Pharmacol,All India Inst Med Sci,Institute,India,"Ashish Kumar, Kakkar",2778,other,5,Prerna,female,0.98,132
Ashish Kumar,Kakkar,"Ashish Kumar, Kakkar",Pharmacol,Postgrad Inst Med Educ & Res,Institute,India,"Ashish Kumar, Kakkar",2778,"last, leader",5,Ashish,male,0.99,3872
Himanshu G,Toor,"Himanshu G, Toor",Ashok & Rita Patel Inst Integrated Study & Res Bi,Charutar Vidya Mandal Univ,University,India,"Devjani I, Banerjee",2779,first,2,Himanshu,male,1,1377
Himanshu G,Toor,"Himanshu G, Toor",Anand,Sardar Patel Univ,University,India,"Devjani I, Banerjee",2779,other,2,Himanshu,male,1,1377
Devjani I,Banerjee,"Devjani I, Banerjee",Fac Sci,Maharaja Sayajirao Univ Baroda,University,India,"Devjani I, Banerjee",2779,leader,2,Devjani,female,0.86,7
Siddhi A,Darji,"Siddhi A, Darji",Fac Sci,Maharaja Sayajirao Univ Baroda,University,India,"Devjani I, Banerjee",2779,other,2,Siddhi,female,0.66,41
Soumya Lipsa,Rath,"Soumya Lipsa, Rath",Warangal 506004,Natl Inst Technol,Institute,India,"Devjani I, Banerjee",2779,last,2,Soumya,female,0.68,553
S J Jenepha,Mary,"S J Jenepha, Mary",Phys & Res Ctr,Scott Christian Coll Autonomous,College,India,"C, James",2780,first,3,Mary,female,0.99,142684
C,James,"C, James",Phys & Res Ctr,Scott Christian Coll Autonomous,College,India,"C, James",2780,leader,3,James,male,0.99,117309
S J Jenepha,Mary,"S J Jenepha, Mary",Tirunelveli 627012,Affiliated Manonmaniam Sundamar Univ,University,India,"C, James",2780,other,3,Mary,female,0.99,142684
C,James,"C, James",Tirunelveli 627012,Affiliated Manonmaniam Sundamar Univ,University,India,"C, James",2780,leader,3,James,male,0.99,117309
Mohd Usman Mohd,Siddique,"Mohd Usman Mohd, Siddique",Pharmaceut Chem,Shri Vile Parle Kelavani Mandals Inst Pharm,Institute,India,"C, James",2780,other,3,Mohd,male,0.98,27080
Sayantan,Pradhan,"Sayantan, Pradhan",Chem,Jadavpur Univ,University,India,"C, James",2780,other,3,Sayantan,male,1,56
Mohd Usman Mohd,Siddique,"Mohd Usman Mohd, Siddique",Pharmaceut Sci & Technol,Birla Inst Technol,Institute,India,"C, James",2780,other,3,Mohd,male,0.98,27080
Venkatesan,Jayaprakash,"Venkatesan, Jayaprakash",Pharmaceut Sci & Technol,Birla Inst Technol,Institute,India,"C, James",2780,last,3,Venkatesan,male,0.96,132
M,Senthilraja,"M, Senthilraja",Pharmaceut Chem,JKK Nattraja Coll Pharm,College,India,"M, Senthilraja",2781,"first, leader",0,Senthilraja,male,1,4
Anshuman,Chandra,"Anshuman, Chandra",Sch Biotechnol,Gautam Buddha Univ,University,India,"Nagendra, Singh",2782,first,1,Anshuman,male,0.99,193
Vaishali,Gurjar,"Vaishali, Gurjar",Sch Biotechnol,Gautam Buddha Univ,University,India,"Nagendra, Singh",2782,other,1,Vaishali,female,0.98,219
Imteyaz,Qamar,"Imteyaz, Qamar",Sch Biotechnol,Gautam Buddha Univ,University,India,"Nagendra, Singh",2782,other,1,Imteyaz,male,0.95,19
Nagendra,Singh,"Nagendra, Singh",Sch Biotechnol,Gautam Buddha Univ,University,India,"Nagendra, Singh",2782,leader,1,Nagendra,male,1,208
Gaurav S,Rai,"Gaurav S, Rai",Univ Sch Sci,Gujarat Univ,University,India,"Jayesh J, Maru",2783,first,0,Gaurav,male,1,3609
Jayesh J,Maru,"Jayesh J, Maru",Univ Sch Sci,Gujarat Univ,University,India,"Jayesh J, Maru",2783,"last, leader",0,Jayesh,male,0.99,659
Arabinda,Ghosh,"Arabinda, Ghosh",Bot,Gauhati Univ,University,India,"Vanderlan Nogueira, Holanda",2784,last,0,Arabinda,male,1,20
Sangeetha,Meenakshisundaram,"Sangeetha, Meenakshisundaram",Chem,Sri Krishna Coll Engn & Technol,College,India,"Thanigaimalai, Pillaiyar",2785,other,15,Sangeetha,female,0.97,190
Manoj,Manickam,"Manoj, Manickam",Chem,PSG Inst Technol & Appl Res,Institute,India,"Thanigaimalai, Pillaiyar",2785,other,15,Manoj,male,0.99,3843
Murugesan,Sankaranarayanan,"Murugesan, Sankaranarayanan",Pharm,Birla Inst Technol & Sci Pilani,Institute,India,"Thanigaimalai, Pillaiyar",2785,last,15,Murugesan,male,0.96,81
Manojit,Bhattacharya,"Manojit, Bhattacharya",Zool,Vidyasagar Univ,University,India,"Sang Soo, Lee",2786,other,128,Manojit,male,1,11
Prasanta,Patra,"Prasanta, Patra",Zool,Vidyasagar Univ,University,India,"Sang Soo, Lee",2786,other,128,Prasanta,male,0.99,118
Pratik,Ghosh,"Pratik, Ghosh",Zool,Vidyasagar Univ,University,India,"Sang Soo, Lee",2786,other,128,Pratik,male,1,992
Bidhan C,Patra,"Bidhan C, Patra",Zool,Vidyasagar Univ,University,India,"Sang Soo, Lee",2786,other,128,Bidhan,male,1,25
Chiranjib,Chakraborty,"Chiranjib, Chakraborty",Sch Life Sci & Biotechnol,Adamas Univ,University,India,"Sang Soo, Lee",2786,last,128,Chiranjib,male,1,20
Arun,Wilson,"Arun, Wilson",Infect Dis,Aster Medc,Others,India,"Balram, Rathish",2787,first,2,Arun,male,0.98,4661
Anup,Warrier,"Anup, Warrier",Infect Dis,Aster Medc,Others,India,"Balram, Rathish",2787,other,2,Anup,male,0.99,695
Balram,Rathish,"Balram, Rathish",Aster Medc,Dept Internal Med,Others,India,"Balram, Rathish",2787,"last, leader",2,Balram,male,0.97,86
